8 3.000000
808 5.534653
1608 5.114428
2408 5.083056
3208 3.690773
4008 2.407186
4808 2.414309
5608 2.406562
6408 2.430712
7208 2.398446
8008 2.399600
8808 2.400545
9608 2.440466
10408 2.397387
11208 2.551035
12008 2.404397
12808 2.449094
13608 2.463257
14408 2.397557
15208 2.392951
16008 2.393803
16808 2.399334
17608 2.393003
18408 2.391569
19208 2.392337
20008 2.392243
20808 2.392157
21608 2.391707
22408 2.391646
23208 2.391589
24008 2.391536
24808 2.391487
25608 2.391128
26408 2.392608
27208 2.391061
28008 2.391602
28808 2.396834
29608 2.392056
30408 2.402263
31208 2.401436
32008 2.398650
32808 2.401609
33608 2.490121
34408 2.584748
35208 2.688253
36008 2.768940
36808 2.848077
37608 2.922357
38408 2.987919
39208 3.056111
40008 3.108178
40808 3.173887
41608 3.221688
42408 3.293152
43208 3.344936
44008 3.405744
44808 3.455097
45608 3.470970
46408 3.515601
47208 3.554821
48008 3.596401
48808 3.633011
49608 3.663764
50408 3.697350
51208 3.729105
52008 3.759729
52808 3.788517
53608 3.833010
54408 3.844729
55208 3.869294
56008 3.889444
56808 3.921842
57608 3.955006
58408 3.977263
59208 4.007702
60008 4.031596
60808 4.054335
61608 4.080769
62408 4.097039
63208 4.127073
64008 4.165729
64808 4.183804
65608 4.194854
66408 4.210577
67208 4.229258
68008 4.289260
68808 4.300081
69608 4.309505
70408 4.328940
71208 4.333895
72008 4.331741
72808 4.343589
73608 4.360178
74408 4.397162
75208 4.415381
76008 4.431428
76808 4.479533
77608 4.457582
78408 4.466789
79208 4.477528
80008 4.492551
80808 4.503911
81608 4.516812
82408 4.525192
83208 4.538025
84008 4.550043
84808 4.558532
85608 4.570134
86408 4.580872
87208 4.591047
88008 4.598582
88808 4.604000
89608 4.651817
90408 4.651004
91208 4.657486
92008 4.676115
92808 4.685286
93608 4.711307
94408 4.696721
95208 4.706243
96008 4.713441
96808 4.724486
97608 4.733628
98408 4.754573
99208 4.757278
100008 4.765619
100808 4.777875
101608 4.784741
102408 4.793297
103208 4.802573
104008 4.802400
104808 4.811541
105608 4.817135
106408 4.835727
107208 4.838594
108008 4.837642
108808 4.845820
109608 4.940442
110408 5.052750
111208 5.151572
112008 5.209842
112808 5.283951
113608 5.334765
114408 5.488218
115208 7.131171
116008 6.372319
116808 6.601808
117608 5.725733
118408 5.726235
119208 5.730622
120008 5.715219
120808 5.701675
121608 5.709361
122408 5.709300
123208 5.692682
124008 5.701826
124808 5.687969
125608 5.706516
126408 5.729004
127208 5.705427
128008 5.692457
128808 5.690019
129608 5.730881
130408 5.717870
131208 5.693189
132008 5.697655
132808 5.695380
133608 5.713191
134408 5.368669
135208 5.386249
136008 5.724899
136808 5.719373
137608 5.716703
138408 5.722791
139208 5.720131
140008 5.728758
140808 5.731663
141608 5.732953
142408 5.812482
143208 5.770404
144008 5.746959
144808 5.749296
145608 5.744465
146408 5.743839
147208 5.750992
148008 5.750932
148808 5.740713
149608 5.706165
150408 5.728366
151208 5.736363
152008 5.720541
152808 5.730119
153608 5.788553
154408 5.717113
155208 5.705634
156008 5.719758
156808 5.730524
157608 5.746866
158408 5.742235
159208 5.823024
160008 5.878206
160808 5.914979
161608 5.953369
162408 5.990887
163208 6.163276
164008 6.224818
164808 6.228241
165608 6.263804
166408 6.300611
167208 6.298598
168008 6.284796
168808 6.297664
169608 6.293760
170408 6.321393
171208 6.311341
172008 6.305428
172808 6.344290
173608 6.303534
174408 6.304481
175208 6.255924
176008 6.242080
176808 6.247907
177608 6.229179
178408 6.227254
179208 6.227713
180008 6.223323
180808 6.218973
181608 6.285935
182408 6.238937
183208 6.222348
184008 6.223251
184808 6.219861
185608 6.210853
186408 6.215956
187208 6.211572
188008 6.207906
188808 6.195543
189608 6.207797
190408 6.214109
191208 6.186687
192008 6.211450
192808 6.224555
193608 6.219743
194408 6.219703
195208 6.215647
196008 6.238888
196808 6.221536
197608 6.205336
198408 6.223056
199208 6.191237
200008 6.178513
200808 6.186845
201608 6.179755
202408 6.174104
203208 6.187945
204008 6.171640
204808 6.199641
205608 8.298354
206408 6.298709
207208 6.860855
208008 7.522711
208808 7.291905
209608 6.180451
210408 6.185316
211208 6.15113
